"release_clause_eur_m","international_reputation","power_stamina","defending_sliding_tackle","age","is_internacional.1","years_remaining","years_in_club","category.Delantero","value_eur_m"
3.5,1,64,58,18,0,4,2,1,1.2
6.2,1,67,67,23,0,1,4,1,2.7
3.2,1,62,24,23,0,2,2,1,2
10.3,1,83,68,25,0,2,2,1,5.5
0.114,1,55,40,24,0,-1,2,1,0.07
10.7,1,63,80,27,0,2,2,1,6
1.3,1,63,62,29,0,0,2,0,0.8
0.834,1,60,63,30,0,1,3,1,0.575
1.4,1,54,57,20,0,1,5,1,0.8
0.908,1,54,23,21,0,-1,4,1,0.55
2.4,1,75,23,25,0,0,2,0,1.6
2,1,76,59,23,0,2,1,1,1.4
8.9,1,83,73,27,0,1,1,0,6
3.9,1,77,54,23,0,2,1,1,1.9
21,1,66,14,18,1,4,3,1,10
18.8,2,56,74,29,0,0,5,0,9.5
0.726,1,55,51,21,0,1,1,1,0.35
1.2,1,52,57,20,0,0,3,1,0.725
23.1,1,70,76,23,0,0,5,1,11
1.1,1,62,70,29,0,0,3,0,0.8
0.473,1,73,58,31,0,0,2,0,0.35
0.399,1,55,56,18,0,0,2,1,0.19
3.3,1,75,18,26,0,4,1,1,2.5
2.6,1,64,62,20,0,2,1,0,1.6
0.333,1,55,52,24,0,0,3,1,0.18
1.9,1,60,33,29,0,0,4,1,1.2
5.7,1,57,44,21,0,2,4,1,2.7
7,1,61,66,19,0,0,3,1,3.2
5.9,1,68,66,21,0,3,2,0,3
1.8,1,31,25,28,0,0,3,1,1
0.63,1,64,54,22,0,0,5,1,0.3
8.4,1,75,75,31,0,0,5,1,3.8
5.3,1,72,68,22,0,4,1,1,3.1
1.7,1,81,20,26,0,0,3,1,1
1.8,1,52,64,25,0,1,3,1,0.85
0.906,1,67,56,23,0,1,1,0,0.625
1.9,1,78,32,29,0,1,1,1,1.4
1,1,58,56,27,0,1,1,1,0.5
2.9,1,64,51,18,0,2,1,1,1.3
0.691,1,64,57,19,0,-1,1,1,0.325
0.508,1,64,56,21,0,1,5,0,0.35
2.1,1,50,21,19,0,0,1,1,1
5.2,1,84,59,24,0,-1,8,0,2.3
0.713,1,53,31,37,0,0,1,1,0.475
0.284,1,87,60,30,0,0,7,0,0.21
7.2,1,78,69,22,0,0,5,1,3
31.5,2,68,54,27,0,1,4,0,20
3.1,1,81,70,26,0,1,5,0,1.9
4.8,1,74,68,24,0,0,2,0,2.1
2,1,71,58,22,0,0,2,1,1
0.509,1,59,35,22,0,1,1,1,0.275
1.3,1,73,51,19,0,0,3,0,0.55
11.6,1,71,32,22,0,4,2,1,5.5
1.6,1,66,20,22,0,1,3,1,0.75
4.2,1,91,68,26,0,0,5,0,2.5
4.4,1,77,65,26,0,0,5,0,2.8
2.9,1,49,35,27,0,2,1,0,1.5
0.906,1,72,66,33,0,1,1,1,0.625
4.7,1,68,34,22,1,2,2,1,2.5
0.31,1,47,63,30,0,1,1,1,0.2
0.569,1,85,56,31,0,0,2,0,0.325
3.5,1,70,40,31,0,0,2,1,1.6
0.998,1,49,28,25,0,1,1,1,0.7
4.5,1,91,66,25,0,0,3,0,2.4
1.3,1,67,61,24,0,2,1,1,0.6
39.6,1,72,18,31,0,2,1,1,22
0.525,1,63,56,21,0,0,3,0,0.3
9.5,2,80,80,33,0,0,2,0,5
4.8,1,59,22,29,0,2,1,1,3
0.467,1,54,27,19,0,4,2,1,0.21
1.5,1,57,49,23,0,3,1,0,0.625
1.5,1,74,58,27,0,0,3,1,1.1
1.7,1,85,29,24,0,3,1,1,1.1
1.9,1,74,62,20,0,0,4,0,1.2
0.536,1,63,52,19,0,1,2,1,0.275
4.6,1,55,69,24,0,2,1,0,2.2
0.309,1,56,52,22,0,-1,5,0,0.19
1.2,1,83,58,29,0,1,3,0,0.625
3.8,1,74,63,24,0,0,1,0,1.6
2.7,1,64,63,19,0,1,2,1,1.3
2.3,1,51,27,18,0,4,1,1,1
3.9,1,63,68,23,0,1,2,0,2
0.831,1,80,55,27,0,0,2,0,0.475
6.1,1,64,71,24,0,2,3,0,3.4
6.4,1,55,68,21,0,1,5,1,2.9
2.1,1,86,65,31,0,1,3,0,1.7
0.629,1,65,14,25,0,1,1,1,0.475
8,1,91,60,23,0,4,1,0,4.7
1,1,64,51,18,0,2,1,1,0.55
1,1,77,54,32,0,-1,1,1,0.8
0.388,1,44,26,23,0,1,2,0,0.25
0.853,1,50,52,17,0,1,2,1,0.325
3.4,1,88,59,39,0,2,1,0,1.8
1.2,1,59,64,19,0,0,2,1,0.55
15.6,1,69,71,22,0,3,1,0,6.5
2,1,76,55,23,0,1,2,1,1.2
0.675,1,65,19,28,0,1,5,1,0.5
13.1,1,64,50,25,0,2,3,0,6
5,1,61,77,28,0,2,7,0,2.2
2.2,1,74,48,24,0,2,1,1,1.2
3.2,1,64,66,27,0,2,1,0,1.7
8.1,1,72,72,25,0,2,1,1,3.9
0.29,1,59,23,26,0,1,1,1,0.19
0.623,1,55,48,20,0,2,1,1,0.3
1.4,1,72,64,28,0,0,2,0,1
4.6,3,76,70,33,1,0,1,0,2.8
1.1,1,60,19,35,0,1,1,1,0.6
37.8,2,81,70,31,0,2,6,1,18
2.6,1,41,45,19,0,3,2,1,1
0.761,1,62,52,18,0,1,3,1,0.35
4.2,1,57,24,19,0,2,2,1,2
0.821,1,80,54,25,0,1,1,0,0.45
1.4,1,55,37,20,0,0,3,1,0.875
3.8,1,46,28,18,0,2,2,1,1.5
35.9,2,80,81,33,1,0,14,1,17.5
1.4,1,62,66,27,0,0,1,1,0.975
1.6,1,59,61,20,0,0,2,1,0.75
27.7,1,68,74,25,0,0,4,1,14
6,1,67,72,24,0,1,2,0,2.6
2.7,1,53,49,23,0,-1,5,1,1.6
1.4,1,82,62,27,0,0,3,0,0.75
3.4,1,84,65,29,0,1,2,0,2.1
2.6,1,74,12,22,0,0,2,1,1.6
0.45,1,52,18,19,0,2,1,1,0.24
0.703,1,64,59,19,0,2,1,1,0.375
2.1,1,70,28,20,0,3,1,1,1.3
0.634,1,68,67,23,0,1,1,1,0.325
0.578,1,53,42,19,0,2,1,1,0.35
0.659,1,81,56,31,0,0,5,0,0.425
0.211,1,77,51,26,0,1,4,1,0.13
2.2,1,62,66,30,0,-1,1,0,1
1.9,1,50,27,21,0,4,4,1,0.8
3.3,1,84,59,25,0,0,1,0,2.1
0.528,1,74,56,24,0,-1,1,0,0.325
2.6,1,68,62,23,0,1,1,1,1.6
0.834,1,76,48,30,0,0,3,0,0.575
1.7,1,78,66,26,0,2,9,1,1.3
3.3,1,72,13,28,0,0,4,1,1.9
2.5,1,70,57,24,0,2,3,1,1.4
1.2,1,71,56,27,0,1,2,0,0.625
3.4,1,69,37,23,0,2,1,1,1.8
5.3,1,66,42,20,0,1,2,1,2.5
2.1,1,73,35,31,0,3,1,1,1.6
2.1,1,85,70,31,0,0,1,0,1.3
6.7,1,75,79,35,0,0,9,0,3.2
49.4,1,72,79,23,0,3,4,1,26
1.7,1,91,58,25,0,0,9,0,0.95
0.87,1,58,24,22,0,-1,3,1,0.6
4.4,1,82,65,27,0,2,1,0,2.1
0.658,1,68,53,17,0,2,1,1,0.325
0.776,1,59,32,32,0,3,1,1,0.575
1.1,1,61,17,24,0,0,1,1,0.7
6.6,1,34,53,18,0,3,3,0,3.1
2.8,1,64,36,20,0,2,1,1,1.9
2.3,2,75,37,32,0,1,1,1,1.3
1.5,1,82,62,22,0,0,3,0,0.9
1.5,1,64,73,36,0,0,6,0,1
0.356,1,51,51,19,0,1,2,1,0.18
0.536,1,56,40,21,0,0,3,1,0.275
2,1,80,58,24,0,0,2,0,1.4
4.1,1,50,72,28,0,1,4,1,2.2
1.4,1,52,64,26,0,0,5,1,1
30.6,2,83,77,32,0,2,6,1,18
1.1,1,35,20,27,0,0,2,0,0.75
2.1,1,80,42,28,0,1,2,1,1.6
3.2,1,74,22,24,0,1,3,1,2.1
1.3,1,68,53,22,0,1,1,1,0.825
9,2,71,54,27,0,1,2,1,4.5
3.6,1,67,63,22,0,4,1,1,1.8
0.063,1,36,55,35,0,-1,1,1,0.05
3,1,67,65,21,0,3,1,1,1.8
1,1,56,60,30,0,1,1,0,0.7
1.6,1,47,50,22,0,0,2,1,0.95
1.8,1,66,18,31,0,-1,5,1,1.2
2.5,1,61,35,24,0,0,2,0,1.4
3.2,1,73,33,24,0,3,1,1,1.6
1.6,1,74,29,35,0,-1,7,1,1
0.593,1,41,59,25,0,1,2,0,0.325
0.352,1,49,48,21,0,3,2,1,0.19
4.1,1,83,58,22,0,4,1,0,2.4
8.1,1,75,68,25,0,2,3,0,4.1
3.2,1,64,27,25,0,3,1,1,1.4
6.4,1,74,70,31,0,-1,6,1,2.9
0.834,1,77,60,29,0,-1,3,0,0.575
3.3,1,84,65,23,0,1,2,0,2
1.1,1,73,23,32,0,-1,1,1,0.7
9.2,1,86,41,29,1,1,2,1,4.2
0.484,1,34,54,23,0,0,5,1,0.22
5.1,1,61,70,25,0,0,7,1,2.2
158.2,5,87,41,31,0,1,7,1,85.5
0.233,1,59,47,23,0,0,4,1,0.15
0.969,1,70,67,32,0,1,2,1,0.775
2.3,1,83,54,22,0,4,2,1,1.6
85.5,2,79,79,30,1,0,4,1,45
2.1,1,54,63,22,0,0,1,0,1.3
1.5,1,74,11,24,0,0,2,1,1
0.525,1,55,42,19,0,0,3,1,0.3
0.709,1,80,62,31,0,1,1,0,0.525
0.719,1,80,30,34,0,0,2,1,0.575
1.1,1,65,58,26,0,0,6,1,0.7
10.1,1,78,73,30,0,2,4,1,4.8
0.371,1,70,56,29,0,1,1,1,0.275
48.4,1,85,64,24,1,4,1,0,22
1.8,1,51,62,19,0,1,4,1,0.625
2,1,88,64,29,0,2,3,1,1.4
5.4,1,62,43,22,0,1,4,1,3.2
1.9,1,67,62,28,0,0,3,0,1.2
0.519,1,54,36,19,0,0,2,1,0.25
2.2,1,55,32,27,0,0,4,1,1.1
15,1,71,75,25,0,1,2,0,7.5
2.4,1,86,67,26,0,0,3,0,1.8
0.831,1,90,60,32,0,0,2,0,0.475
13.7,2,65,30,31,0,2,2,1,6.5
2.4,1,69,46,28,0,1,4,0,1.2
1.6,1,63,61,26,0,1,2,1,0.775
0.726,1,50,54,19,0,1,2,1,0.35
2.1,1,58,60,19,0,2,1,1,0.875
6.5,1,59,52,18,0,1,3,1,2.4
0.689,1,55,62,30,0,0,12,1,0.475
1.4,1,66,52,26,0,0,2,0,0.75
0.228,1,31,25,19,0,0,1,1,0.13
1,1,64,23,23,0,1,1,1,0.625
3.1,1,80,41,22,0,3,1,0,1.9
0.92,1,36,36,35,0,0,2,0,0.575
1.2,1,58,34,27,0,0,2,1,0.75
1.5,1,53,11,18,0,4,1,1,0.525
34.7,1,62,35,23,0,3,2,1,16.5
0.496,1,66,44,25,0,0,2,1,0.325
0.248,1,64,29,36,0,-1,2,1,0.16
12,1,67,27,27,0,2,1,1,6
0.544,1,56,30,22,0,1,3,1,0.375
0.571,1,59,55,19,0,1,1,1,0.275
3.4,1,72,71,22,0,0,1,0,2
1.1,1,88,61,28,0,0,2,0,0.725
0.506,1,61,25,35,0,0,2,1,0.375
2.1,1,71,65,28,0,0,4,1,1.4
2.6,1,60,42,21,0,1,4,1,1.6
40.7,3,81,83,33,1,0,7,0,22
1.3,1,90,63,29,0,1,1,0,0.75
1.5,1,59,44,23,0,0,2,1,0.925
3.2,1,61,75,26,0,0,1,0,2.2
0.216,1,74,59,34,0,0,3,1,0.16
5.7,4,62,79,38,0,-1,2,0,3.8
5.9,1,80,66,24,0,2,2,0,3.3
0.725,1,51,47,23,0,1,1,1,0.5
1.6,1,77,68,30,0,1,1,0,1.3
3.3,1,73,71,27,0,2,4,0,2.2
9.2,1,64,64,18,0,4,2,1,3.5
1.6,1,90,58,29,0,-1,3,1,1.2
2.1,1,61,60,21,0,0,3,1,1
3.2,1,50,62,20,0,1,2,1,1.2
2.6,1,81,66,29,0,0,3,0,1.6
4.9,1,57,53,25,0,1,5,0,2.9
1.1,1,43,38,28,0,1,4,0,0.725
2,1,85,60,26,0,1,3,1,1.1
2.9,2,73,76,37,0,-1,7,0,2.1
0.689,1,75,51,34,0,0,2,0,0.475
1.8,1,67,62,22,0,0,1,0,1.1
0.288,1,53,53,28,0,2,4,1,0.23
4.7,1,72,70,25,0,1,2,0,2.6
0.439,1,72,59,34,0,0,2,0,0.325
3.2,1,67,67,27,0,1,1,0,1.6
0.216,1,72,33,37,0,0,5,1,0.16
0.999,1,62,50,24,0,-1,6,1,0.425
6.6,1,83,59,30,0,4,1,0,4
0.656,1,59,53,20,0,-1,3,1,0.35
90.2,3,70,83,30,1,2,2,0,44
2.9,1,68,21,23,0,2,1,1,1.9
1.8,1,75,65,27,0,0,3,0,1.2
0.9,1,71,69,35,0,0,18,1,0.45
1.6,1,69,58,32,0,1,1,1,0.8
14.8,1,66,72,27,0,0,2,1,6.5
1.2,1,69,58,21,0,1,1,0,0.7
0.326,1,64,64,29,0,-1,6,0,0.21
0.701,1,62,66,21,0,0,2,1,0.425
2,1,65,50,21,0,0,1,1,0.9
1.2,1,79,58,29,0,0,1,1,0.75
1.6,1,68,64,28,0,0,1,0,0.85
2.4,1,62,52,20,0,0,1,1,1
1.8,1,42,32,22,0,1,1,0,1.1
3.7,1,64,30,26,0,2,2,1,2.2
1.5,1,62,19,21,0,0,1,1,0.9
3.6,1,76,67,25,0,2,8,0,1.8
2.3,1,61,66,19,0,1,2,1,0.975
3.4,1,57,63,21,0,1,3,0,1.7
11.8,1,81,37,25,1,2,6,0,7.5
0.825,1,73,61,20,0,1,3,1,0.5
0.213,1,68,57,33,0,-1,5,1,0.17
7.8,1,85,69,27,0,2,1,1,4.1
2.7,1,72,68,27,0,0,4,0,1.8
2.1,1,67,38,24,0,1,1,0,1.1
1.3,1,66,30,25,0,1,1,1,0.7
3,1,72,71,23,0,2,1,1,1.6
5.7,1,58,57,25,0,1,1,0,3.4
1.7,1,92,65,27,0,1,1,0,1.2
1.1,1,73,23,17,0,4,1,1,0.55
29.8,2,71,38,29,0,3,2,1,17.5
4,1,82,35,25,0,0,8,1,2.4
2.6,1,63,28,27,1,2,1,1,1.4
2.4,1,52,65,27,0,1,1,1,1.3
1.4,1,69,19,29,0,1,3,1,1
3.1,1,67,41,22,0,-1,1,0,1.9
0.694,1,50,14,18,0,-1,2,1,0.25
0.429,1,64,22,20,0,0,3,1,0.22
1.7,1,75,40,29,0,0,1,0,1.2
1.5,1,56,31,23,0,0,1,1,0.9
2.7,1,79,66,27,0,0,1,0,1.7
1.2,1,63,62,22,0,2,1,1,0.7
1.3,1,74,52,24,0,2,1,0,0.875
1.5,1,92,60,24,0,-1,1,1,0.675
1.3,1,61,57,21,0,0,1,1,0.825
3,1,63,63,20,0,4,1,1,1.2
2.7,1,72,70,29,0,1,4,0,1.3
30.5,1,78,28,25,0,4,4,1,14
1.9,1,67,48,20,0,4,2,1,0.95
1.5,1,64,19,29,0,-1,1,1,1
28.8,1,74,62,23,0,2,1,0,16
2.7,1,68,63,21,0,2,1,1,1.3
0.914,1,73,61,33,0,-1,3,0,0.425
0.465,1,64,48,19,0,2,2,1,0.2
3.7,1,77,64,22,0,1,6,0,2.1
2.2,1,61,26,21,0,0,4,1,1.4
2.4,1,71,67,27,0,1,3,1,1.3
2.5,1,88,59,25,1,1,2,1,1.7
0.37,1,66,57,24,0,2,1,1,0.2
0.788,1,68,67,28,0,0,1,1,0.525
3.3,1,50,61,17,0,3,2,1,1.3
3.2,1,58,36,28,0,0,5,1,1.6
1.7,1,69,68,30,0,-1,3,0,1.1
11.1,1,49,45,18,0,2,2,1,4.4
0.488,1,57,49,33,0,-1,10,1,0.375
15,1,79,27,28,0,2,2,0,7.5
0.523,1,46,44,18,0,1,1,1,0.22
0.271,1,65,66,26,0,0,3,1,0.19
22.8,2,66,78,30,0,0,2,0,12
0.398,1,64,27,24,0,1,1,1,0.3
40.8,2,81,64,26,0,3,7,0,23
1.6,1,58,62,18,0,3,3,0,0.725
2.3,1,79,27,33,0,0,1,1,1.5
5.6,1,76,69,23,0,0,6,1,3.5
0.76,1,73,54,22,0,3,1,1,0.4
8.9,1,80,57,24,0,2,2,1,4.7
1.6,1,62,28,20,0,2,2,1,0.875
0.257,1,74,61,35,0,0,2,0,0.19
1.8,1,49,22,19,0,4,1,1,0.95
2.4,1,66,59,20,0,2,2,0,1.3
2.6,1,58,47,20,0,1,3,1,1.1
3.6,1,90,60,28,0,0,3,1,1.9
4,1,77,17,29,0,2,4,1,2.3
0.9,1,73,63,37,0,-1,3,0,0.6
21.6,2,83,48,30,0,1,3,0,13.5
1.2,1,52,25,19,0,3,1,1,0.6
6.1,2,61,77,32,0,1,3,0,3.6
0.363,1,59,32,29,0,0,4,1,0.22
39,1,79,19,23,0,2,1,1,20.5
111.3,2,70,83,22,0,0,5,0,53
7.6,1,54,71,22,0,2,4,1,3.3
2.6,1,92,65,29,0,3,3,0,1.6
8.2,1,86,67,29,0,1,1,1,4.1
9.2,2,60,70,30,0,1,2,0,4.6
0.497,1,61,55,26,0,0,6,1,0.375
2.8,1,65,22,22,0,1,3,1,1.9
1.1,1,60,27,29,0,1,1,1,0.85
4.4,1,73,72,27,0,2,2,0,3.2
1.8,1,78,70,33,0,0,3,0,0.8
2.2,1,54,63,27,0,-1,3,0,0.975
3,1,78,63,26,0,2,1,0,1.6
1.8,1,52,59,20,0,-1,1,1,0.75
0.713,1,64,64,32,0,0,1,0,0.475
22.7,1,77,48,23,0,3,2,0,11.5
4.3,1,74,45,23,0,1,4,0,2.7
1.2,1,64,51,18,0,2,1,1,0.5
1.8,1,38,72,27,0,2,1,1,0.95
1.6,1,66,47,26,0,0,2,0,1
0.295,1,54,31,24,0,1,4,1,0.19
5.4,1,68,15,22,0,3,1,1,3.2
0.848,1,60,35,18,0,4,1,1,0.3
21.7,2,63,75,27,0,1,2,1,11
45.9,2,87,77,28,0,2,3,1,27
1.8,2,61,38,39,0,-1,3,1,0.8
0.781,1,69,60,29,0,-1,3,0,0.625
0.731,1,53,45,23,0,1,2,1,0.375
2.1,1,65,67,26,0,2,4,1,1.3
2.5,1,83,63,25,0,0,1,1,1.6
1.2,1,65,31,27,0,2,1,1,0.625
3.8,1,74,60,22,0,0,2,1,1.8
36.5,2,69,78,27,1,3,2,0,18.5
1.3,1,68,55,26,0,1,1,0,0.925
0.723,1,62,60,20,0,0,1,1,0.425
0.519,1,55,12,18,0,1,1,1,0.25
9.2,1,74,15,25,0,1,2,1,5.5
2.9,1,59,66,29,0,2,2,0,2
0.341,1,59,21,26,0,-1,2,1,0.22
4.2,1,77,42,29,0,0,3,1,3
1.9,1,69,62,24,0,1,2,0,0.975
25.5,2,89,74,30,0,3,12,1,15
1.8,1,75,67,30,0,0,4,1,1
8.2,1,78,68,23,0,2,1,0,4.3
2.9,1,73,30,32,0,0,7,1,1.3
10.5,1,80,62,29,0,2,5,1,5.5
1.2,1,65,62,26,0,1,3,0,0.775
2.5,1,79,26,23,0,2,1,0,1.6
2.4,1,71,71,25,0,0,4,0,1.4
14.8,1,72,77,24,1,2,2,1,7.5
0.435,1,67,58,28,0,1,7,1,0.3
0.653,1,69,43,24,0,2,3,1,0.475
0.563,1,70,56,32,0,2,2,1,0.375
2.4,1,72,66,22,0,0,1,1,1.5
1.4,1,63,62,22,0,0,5,1,0.7
1.6,1,76,64,32,0,0,3,0,0.975
5.1,1,75,60,22,0,0,2,0,3
0.438,1,81,57,29,0,0,4,0,0.35
3.5,1,72,63,28,0,0,2,0,2.3
7.2,1,82,74,28,0,2,6,0,4.8
0.475,1,65,46,18,0,2,3,1,0.2
1.3,1,83,60,25,0,2,1,1,1
1.5,1,55,41,21,0,2,2,1,0.9
2.2,1,78,72,34,0,0,1,1,1
0.375,1,53,45,18,0,0,3,1,0.2
0.675,1,71,60,30,0,0,1,0,0.5
11.4,2,63,33,32,0,0,4,1,6
3.8,1,72,66,24,0,1,7,0,1.9
1.1,1,54,67,31,0,-1,1,0,0.5
2.5,1,51,67,20,0,0,2,1,0.925
0.406,1,69,56,30,0,0,6,1,0.325
2.3,1,62,65,23,0,0,6,1,1.2
0.225,1,59,52,27,0,-1,2,1,0.17
0.256,1,61,46,21,0,0,2,0,0.11
0.2,1,63,43,37,0,-1,3,1,0.16
18.8,1,80,72,25,0,2,4,0,9.5
0.641,1,47,63,30,0,0,2,1,0.475
20.7,1,75,70,21,0,3,2,0,9
1.3,1,72,63,33,0,0,1,1,0.7
0.969,1,90,57,21,0,4,1,0,0.625
5.6,1,89,68,28,0,0,3,0,2.8
0.536,1,74,52,22,0,1,1,1,0.275
1.8,1,57,32,27,0,2,1,1,1.1
59.8,2,73,70,26,0,2,3,0,27.5
3.5,1,77,67,30,0,0,3,1,1.6
0.54,1,80,55,34,0,0,2,0,0.4
0.684,1,68,52,23,0,1,1,0,0.375
0.288,1,65,55,31,0,0,2,1,0.23
0.508,1,70,22,20,0,3,1,1,0.35
1.7,1,70,66,29,0,0,1,1,1.1
4.1,1,65,21,23,0,-1,1,1,1.7
0.709,1,66,27,27,0,0,1,1,0.525
10.7,1,72,64,24,0,2,1,1,6
1.2,1,68,61,31,0,4,4,0,0.95
1.2,1,68,63,25,0,-1,4,0,0.825
2,1,72,44,24,0,0,3,0,1.5
2.4,1,91,61,25,0,0,4,1,1.8
9.6,2,69,28,28,0,1,2,1,6
0.419,1,64,61,25,0,0,1,1,0.275
3,1,75,64,23,0,3,1,0,1.7
84.1,3,92,75,29,1,2,3,0,41
5,2,80,53,36,0,0,3,1,2.4
6.9,1,76,65,21,0,3,2,1,3
17.9,2,69,33,29,0,2,5,1,10.5
2.9,1,56,43,19,0,1,4,1,1.2
1.3,1,61,37,25,0,1,1,1,0.9
2.8,1,70,68,26,0,1,1,1,1.7
0.431,1,34,52,19,0,0,2,1,0.23
1.3,1,73,62,21,0,1,3,0,0.55
0.875,1,77,58,27,0,0,2,1,0.7
0.971,1,58,46,20,0,1,1,1,0.35
0.75,1,71,52,28,0,0,3,0,0.6
0.701,1,64,57,20,0,2,4,1,0.425
3.2,1,65,69,26,0,3,1,0,1.4
1.1,1,69,27,21,0,2,1,1,0.675
1.9,1,74,63,24,0,0,4,1,1.1
0.523,1,46,49,20,0,0,4,1,0.22
1.5,1,64,57,22,0,-1,2,1,0.9
1.6,1,66,50,22,0,2,1,1,0.9
0.5,1,67,60,31,0,-1,4,1,0.4
15.3,1,79,40,23,0,1,2,0,9
2.4,1,64,28,32,0,1,1,1,1.1
5,1,65,40,28,0,0,1,0,2.4
11.1,2,73,73,30,0,3,1,1,6.5
3.6,1,77,42,30,0,0,1,0,2.3
1.7,1,70,68,21,0,1,1,1,1
7.1,1,62,19,26,0,2,1,1,3.1
10.5,2,73,79,33,0,0,10,1,5.5
2.5,1,82,25,33,0,0,5,1,1.9
0.701,1,60,56,21,0,1,1,0,0.425
2.6,1,71,13,31,0,0,3,1,1.3
2.9,1,59,58,20,0,2,1,1,1.2
1.6,1,45,57,21,0,1,2,1,0.6
20.9,2,75,31,33,0,1,2,0,11
32,2,77,37,25,1,3,1,1,18
13.8,2,78,75,28,1,2,1,0,7
0.525,1,81,54,31,0,1,4,1,0.3
5.7,1,73,66,22,0,3,1,1,2.5
0.805,1,64,63,31,0,1,3,0,0.575
2,1,60,69,18,0,0,2,1,0.8
3.1,1,81,62,21,0,0,3,0,1.9
0.831,1,48,56,17,0,4,2,1,0.35
0.825,1,50,21,21,0,2,1,1,0.5
17.3,1,69,70,18,0,4,2,1,7
1.2,1,59,57,21,0,1,1,1,0.7
3.6,1,64,64,24,0,0,4,1,1.6
0.984,1,57,47,19,0,-1,3,0,0.525
18.9,2,83,75,33,0,0,6,0,9
0.315,1,68,57,30,0,0,5,0,0.18
3.4,2,34,20,32,0,0,1,1,1.9
0.686,1,63,57,27,0,-1,4,1,0.45
3.8,1,80,66,30,0,0,2,0,1.8
1.1,1,68,58,24,0,1,2,1,0.625
0.186,1,63,36,25,0,-1,1,1,0.12
1.8,1,67,42,28,0,0,4,1,1.2
0.356,1,41,40,19,0,1,1,1,0.19
5.6,1,77,67,23,0,1,1,0,3.3
17,1,79,49,24,1,4,1,1,11.5
1.2,1,78,58,31,0,1,3,1,0.825
0.7,1,80,17,28,0,1,1,1,0.4
6,1,66,60,22,1,2,1,1,3.1
2.7,1,69,67,26,0,0,3,1,1.6
5.5,1,64,75,27,0,2,1,0,2.9
1.2,1,68,46,20,0,0,4,1,0.65
1.8,1,65,63,24,0,0,2,1,1.1
11.8,1,82,65,24,0,1,7,1,8
0.454,1,58,45,22,0,-1,1,1,0.275
3.2,1,50,37,23,0,-1,5,0,1.9
7,1,68,66,20,0,0,3,0,4.1
2.4,1,59,48,27,0,-1,1,1,1.1
3.6,1,73,67,25,0,2,1,0,2.3
0.244,1,55,52,19,0,0,1,1,0.13
3,1,77,62,20,0,0,2,0,1.8
11.1,1,74,58,24,0,1,1,0,6.5
0.38,1,55,54,22,0,-1,2,1,0.23
0.257,1,53,12,34,0,0,7,1,0.19
7.2,1,77,70,28,1,1,4,0,3.6
3.8,1,68,74,32,0,1,5,1,2
1.4,1,54,53,25,0,0,1,1,0.95
7.5,1,69,73,23,0,0,7,0,4.4
5,1,70,58,23,0,2,1,0,3.2
1.5,1,64,33,38,0,-1,2,1,1
2.7,1,79,23,25,0,0,2,1,1.8
4,1,64,34,24,0,2,1,0,2.2
2.5,1,70,74,27,0,2,1,1,1.3
0.433,1,55,53,25,0,-1,1,1,0.275
4.1,1,68,66,25,1,4,1,1,1.9
1.6,1,52,59,20,0,1,1,1,0.975
12.8,1,71,40,26,1,2,3,0,6.5
0.215,1,64,40,18,0,0,2,1,0.11
3.8,1,77,70,28,0,1,1,1,2.1
2.9,1,64,61,24,0,2,1,0,1.6
2,1,71,62,26,0,-1,2,0,1.3
0.5,1,59,18,32,0,0,2,1,0.4
0.691,1,71,58,25,0,0,7,0,0.425
1.2,1,55,58,18,0,0,2,1,0.6
0.593,1,63,57,24,0,1,1,0,0.325
4.8,1,55,22,18,0,3,1,1,1.7
2.9,1,67,41,26,0,2,6,1,1.3
2.1,1,87,68,30,0,2,1,1,1.3
24.7,2,69,17,28,0,2,1,1,14.5
3,1,90,64,27,0,3,1,1,2
1.5,1,57,24,22,0,0,4,1,0.9
18.5,1,70,74,26,0,3,6,0,8.5
1.5,1,60,28,20,0,1,5,1,0.95
1.9,1,63,11,23,0,0,3,1,1.1
2.2,1,70,20,33,0,0,1,1,1
1.8,1,60,33,19,0,3,1,1,0.85
0.405,1,47,28,17,0,2,1,1,0.18
3.7,1,62,49,19,0,2,2,1,2.2
8.2,2,85,73,30,0,0,5,1,4.8
0.906,1,76,56,24,0,0,1,1,0.625
2.2,1,83,37,27,0,1,1,1,1.4
4,1,64,67,21,0,3,2,1,2.2
4.6,1,48,16,20,0,0,2,1,1.7
0.87,1,83,62,29,0,1,2,0,0.6
0.906,1,93,62,30,0,1,1,0,0.725
0.875,1,76,61,29,0,0,4,0,0.5
0.363,1,68,58,28,0,0,3,1,0.22
3,1,83,35,28,0,3,1,1,1.9
0.52,1,65,48,28,0,0,4,1,0.4
2.6,1,88,70,31,0,1,1,0,1.6
2,1,76,58,28,0,0,4,0,1.2
0.245,1,64,51,30,0,0,5,1,0.14
1.6,1,72,62,27,0,0,5,1,0.825
5.8,1,74,22,23,0,1,2,1,2.5
0.175,1,54,19,19,0,0,1,1,0.1
2.1,1,60,25,23,0,0,1,1,1.3
2.2,1,87,61,26,0,-1,2,0,1.5
1.1,1,68,57,22,0,0,3,1,0.7
1.8,1,83,64,27,0,2,1,1,1.2
2.6,1,91,68,28,0,0,6,0,1.3
0.949,1,59,60,23,0,1,1,1,0.575
6.1,1,65,75,26,0,3,1,1,2.7
