"release_clause_eur_m","overall","potential","wage_eur_m","movement_reactions","skill_ball_control","age","value_eur_m"
1.6,66,68,0.096,61,50,28,0.85
2.4,63,74,0.024,65,59,20,1
1.8,63,71,0.096,55,70,22,1.1
3.7,71,72,0.336,63,73,26,2.2
1.5,62,71,0.096,57,63,21,0.9
3.6,69,73,0.672,63,64,25,1.8
2.3,62,81,0.036,62,55,19,0.975
3.4,65,78,0.096,59,52,21,1.7
11.8,75,78,0.72,70,74,25,7.5
0.825,60,70,0.024,49,59,20,0.5
0.213,61,61,0.048,58,63,33,0.17
7.8,74,74,0.624,73,71,27,4.1
2.7,70,73,0.384,67,70,27,1.8
2.1,66,68,0.24,59,67,24,1.1
1.3,64,65,0.144,59,62,25,0.7
3,70,70,0.288,73,61,23,1.6
5.7,72,77,0.384,69,76,25,3.4
1.7,68,69,0.192,67,66,27,1.2
1.1,60,74,0.024,50,64,17,0.55
29.8,79,79,1.824,79,79,29,17.5
4,71,73,0.912,62,65,25,2.4
2.6,68,69,0.528,64,66,27,1.4
2.4,68,69,0.288,67,67,27,1.3
1.4,67,67,0.096,65,67,29,1
3.1,66,74,0.096,64,70,22,1.9
0.694,54,68,0.024,52,56,18,0.25
0.429,56,62,0.144,53,53,20,0.22
1.7,68,68,0.288,66,75,29,1.2
1.5,62,71,0.048,60,61,23,0.9
2.7,70,71,0.24,65,67,27,1.7
1.2,61,71,0.048,55,54,22,0.7
1.3,64,70,0.048,62,64,24,0.875
1.5,63,67,0.024,58,61,24,0.675
1.3,62,72,0.096,58,57,21,0.825
3,63,79,0.24,57,54,20,1.2
2.7,70,70,0.24,60,66,29,1.3
30.5,77,80,0.096,69,84,25,14
1.9,62,77,0.096,59,69,20,0.95
1.5,67,67,0.288,67,66,29,1
28.8,78,78,1.68,69,80,23,16
2.7,64,73,0.192,59,58,21,1.3
0.914,66,66,0.024,65,60,33,0.425
0.465,52,68,0.096,46,44,19,0.2
3.7,67,75,0.24,63,58,22,2.1
2.2,64,76,0.096,55,65,21,1.4
2.4,69,69,0.384,65,58,27,1.3
2.5,69,70,0.24,63,66,25,1.7
0.37,56,62,0.144,55,47,24,0.2
0.788,64,64,0.144,58,57,28,0.525
3.3,64,78,0.024,64,66,17,1.3
3.2,70,70,0.528,62,71,28,1.6
1.7,69,69,0.288,60,59,30,1.1
11.1,71,86,0.432,63,76,18,4.4
0.488,64,64,0.144,58,65,33,0.375
15,76,76,2.448,68,77,28,7.5
0.523,53,68,0.048,47,52,18,0.22
0.271,57,60,0.048,48,41,26,0.19
22.8,78,78,2.784,77,78,30,12
0.398,58,62,0.0264,47,53,24,0.3
40.8,79,82,1.632,77,78,26,23
1.6,61,75,0.024,59,45,18,0.725
2.3,72,72,0.432,72,72,33,1.5
5.6,72,78,0.528,70,68,23,3.5
0.76,58,65,0.192,47,54,22,0.4
8.9,72,79,0.96,77,74,24,4.7
1.6,62,72,0.096,56,59,20,0.875
0.257,65,65,0.0312,60,61,35,0.19
1.8,62,76,0.0336,65,58,19,0.95
2.4,64,77,0.096,63,61,20,1.3
2.6,65,71,0.024,58,65,20,1.1
3.6,71,71,1.104,69,72,28,1.9
4,72,72,0.336,68,68,29,2.3
0.9,71,71,0.336,71,74,37,0.6
21.6,78,78,2.016,71,84,30,13.5
1.2,60,74,0.0456,54,59,19,0.6
6.1,75,75,1.872,75,56,32,3.6
0.363,59,59,0.096,50,63,29,0.22
39,79,79,1.536,85,81,23,20.5
111.3,83,89,5.04,84,81,22,53
7.6,70,78,0.48,68,68,22,3.3
2.6,71,71,0.336,61,66,29,1.6
8.2,74,74,0.672,81,72,29,4.1
9.2,75,75,0.96,64,67,30,4.6
0.497,61,63,0.048,57,59,26,0.375
2.8,66,75,0.096,55,67,22,1.9
1.1,66,66,0.096,63,64,29,0.85
4.4,73,75,0.816,67,62,27,3.2
1.8,70,70,0.0264,72,71,33,0.8
2.2,66,69,0.024,65,58,27,0.975
3,69,71,0.24,67,67,26,1.6
1.8,62,69,0.024,55,58,20,0.75
0.713,65,65,0.096,60,60,32,0.475
22.7,76,81,1.584,75,79,23,11.5
4.3,68,77,0.192,67,72,23,2.7
1.2,58,75,0.048,60,58,18,0.5
1.8,67,67,0.336,71,56,27,0.95
1.6,66,67,0.144,59,65,26,1
0.295,53,60,0.024,52,51,24,0.19
5.4,69,79,0.336,64,69,22,3.2
0.848,55,70,0.024,40,61,18,0.3
21.7,77,79,2.64,77,64,27,11
45.9,82,82,3.12,80,76,28,27
1.8,72,72,0.0384,65,75,39,0.8
0.781,65,65,0.048,61,61,29,0.625
0.731,57,66,0.096,52,60,23,0.375
2.1,68,70,0.432,58,62,26,1.3
2.5,68,73,0.288,63,57,25,1.6
1.2,64,64,0.288,63,62,27,0.625
3.8,66,74,0.336,62,64,22,1.8
36.5,79,81,3.168,79,74,27,18.5
1.3,65,68,0.048,63,66,26,0.925
0.723,58,67,0.048,58,55,20,0.425
0.519,54,69,0.0384,51,56,18,0.25
9.2,74,77,0.24,70,75,25,5.5
2.9,72,72,0.288,68,63,29,2
0.341,58,58,0.0264,55,57,26,0.22
4.2,73,73,0.72,72,74,29,3
1.9,65,70,0.192,59,53,24,0.975
25.5,79,79,1.488,77,71,30,15
1.8,68,68,0.24,68,63,30,1
8.2,74,74,0.768,82,70,23,4.3
2.9,70,70,0.0384,67,68,32,1.3
10.5,75,75,1.488,71,76,29,5.5
1.2,64,69,0.096,60,48,26,0.775
2.5,65,74,0.192,55,65,23,1.6
2.4,67,73,0.144,67,52,25,1.4
14.8,75,79,1.344,72,66,24,7.5
0.435,61,61,0.096,59,62,28,0.3
0.653,61,65,0.144,62,65,24,0.475
0.563,64,64,0.096,59,31,32,0.375
2.4,67,72,0.096,64,65,22,1.5
1.4,63,68,0.288,58,63,22,0.7
1.6,69,69,0.336,67,69,32,0.975
5.1,69,79,0.144,75,64,22,3
0.438,62,62,0.048,56,58,29,0.35
3.5,72,72,0.336,68,71,28,2.3
7.2,75,75,0.816,74,70,28,4.8
0.475,52,69,0.0288,51,54,18,0.2
1.3,65,69,0.096,63,66,25,1
1.5,62,70,0.144,58,64,21,0.9
2.2,73,73,0.0336,75,69,34,1
0.375,52,70,0.024,48,56,18,0.2
0.675,64,64,0.192,63,59,30,0.5
11.4,76,76,3.456,73,82,32,6
3.8,69,74,0.384,67,63,24,1.9
1.1,65,65,0.024,50,39,31,0.5
2.5,62,75,0.144,60,48,20,0.925
0.406,61,61,0.0456,52,60,30,0.325
2.3,66,72,0.096,61,65,23,1.2
0.225,57,59,0.048,62,43,27,0.17
0.256,50,64,0.096,42,40,21,0.11
0.2,63,63,0.0384,70,62,37,0.16
18.8,76,80,2.016,75,74,25,9.5
0.641,64,64,0.0432,58,55,30,0.475
20.7,74,84,0.72,68,76,21,9
1.3,69,69,0.72,68,70,33,0.7
0.969,61,68,0.024,47,54,21,0.625
5.6,73,73,0.864,68,70,28,2.8
0.536,56,63,0.096,48,52,22,0.275
1.8,67,67,0.192,55,69,27,1.1
59.8,80,83,1.584,79,82,26,27.5
3.5,71,71,0.0264,62,72,30,1.6
0.54,66,66,0.144,61,65,34,0.4
0.684,60,65,0.096,58,63,23,0.375
0.288,61,61,0.096,58,60,31,0.23
0.508,57,68,0.0408,40,60,20,0.35
1.7,68,68,0.24,65,65,29,1.1
4.1,66,73,0.024,63,69,23,1.7
0.709,63,63,0.096,54,62,27,0.525
10.7,74,78,0.672,70,77,24,6
1.2,69,69,0.192,64,52,31,0.95
1.2,64,70,0.048,58,54,25,0.825
2,67,71,0.096,65,69,24,1.5
2.4,69,72,0.192,67,70,25,1.8
9.6,75,75,0.576,70,76,28,6
0.419,58,63,0.048,50,32,25,0.275
3,68,74,0.24,63,58,23,1.7
84.1,84,84,4.08,81,85,29,41
5,76,76,0.048,73,76,36,2.4
6.9,68,80,0.432,66,70,21,3
17.9,77,77,1.872,77,77,29,10.5
2.9,63,80,0.048,51,67,19,1.2
1.3,65,67,0.144,63,68,25,0.9
2.8,69,72,0.24,68,65,26,1.7
0.431,53,70,0.024,42,45,19,0.23
1.3,62,67,0.024,53,48,21,0.55
0.875,65,65,0.096,61,61,27,0.7
0.971,56,71,0.024,58,57,20,0.35
0.75,64,64,0.096,59,62,28,0.6
0.701,58,69,0.048,59,43,20,0.425
3.2,68,71,0.024,68,50,26,1.4
1.1,61,68,0.0432,57,60,21,0.675
1.9,64,71,0.096,63,63,24,1.1
0.523,53,67,0.0432,53,56,20,0.22
1.5,62,71,0.048,56,63,22,0.9
1.6,62,72,0.0408,53,64,22,0.9
0.5,63,63,0.048,61,66,31,0.4
15.3,75,81,0.624,70,75,23,9
2.4,69,69,0.024,60,72,32,1.1
5,72,72,0.336,73,72,28,2.4
11.1,76,76,1.392,73,77,30,6.5
3.6,72,72,0.768,68,64,30,2.3
1.7,63,74,0.096,57,58,21,1
7.1,72,75,0.048,64,69,26,3.1
10.5,77,77,2.688,78,77,33,5.5
2.5,73,73,0.672,75,72,33,1.9
0.701,58,68,0.048,56,45,21,0.425
2.6,70,70,0.432,67,71,31,1.3
2.9,63,76,0.048,54,66,20,1.2
1.6,60,74,0.144,59,68,21,0.6
20.9,79,79,1.824,78,80,33,11
32,78,80,2.256,77,82,25,18
13.8,76,77,1.44,74,69,28,7
0.525,62,62,0.192,56,57,31,0.3
5.7,71,75,0.0264,70,67,22,2.5
0.805,66,66,0.144,63,60,31,0.575
2,61,79,0.192,60,39,18,0.8
3.1,66,74,0.096,67,67,21,1.9
0.831,57,72,0.024,54,54,17,0.35
0.825,59,68,0.024,54,58,21,0.5
17.3,73,86,0.96,74,74,18,7
1.2,61,70,0.036,55,61,21,0.7
3.6,66,73,0.144,64,62,24,1.6
0.984,58,75,0.0264,48,64,19,0.525
18.9,79,79,1.392,77,76,33,9
0.315,59,59,0.144,56,50,30,0.18
3.4,72,72,0.48,67,70,32,1.9
0.686,62,65,0.048,60,37,27,0.45
3.8,71,71,0.288,72,70,30,1.8
1.1,63,67,0.144,61,60,24,0.625
0.186,54,54,0.096,50,49,25,0.12
1.8,68,68,0.288,63,65,28,1.2
0.356,52,66,0.0408,52,59,19,0.19
5.6,70,80,0.192,65,71,23,3.3
17,76,81,0.72,77,78,24,11.5
1.2,67,67,0.24,68,69,31,0.825
0.7,62,62,0.192,63,60,28,0.4
6,69,79,0.192,67,70,22,3.1
2.7,69,72,0.528,68,66,26,1.6
5.5,73,73,0.576,71,72,27,2.9
1.2,60,78,0.036,41,61,20,0.65
1.8,65,71,0.096,60,63,24,1.1
11.8,75,80,0.624,72,79,24,8
0.454,55,65,0.048,46,60,22,0.275
3.2,68,74,0.24,65,68,23,1.9
7,71,81,0.336,69,73,20,4.1
2.4,67,67,0.024,64,70,27,1.1
3.6,71,75,0.432,64,61,25,2.3
0.244,51,66,0.024,50,30,19,0.13
3,66,76,0.144,62,66,20,1.8
11.1,74,80,0.48,74,74,24,6.5
0.38,54,63,0.048,49,46,22,0.23
0.257,62,62,0.096,50,64,34,0.19
7.2,74,74,1.776,72,63,28,3.6
3.8,73,73,1.104,67,54,32,2
1.4,66,66,0.144,61,70,25,0.95
7.5,73,79,0.432,70,57,23,4.4
5,70,77,0.288,67,73,23,3.2
1.5,73,73,0.528,74,71,38,1
2.7,68,73,0.192,61,70,25,1.8
4,69,75,0.288,62,72,24,2.2
2.5,69,69,0.384,64,65,27,1.3
0.433,58,63,0.048,55,54,25,0.275
4.1,69,74,0.384,65,67,25,1.9
1.6,63,73,0.096,59,58,20,0.975
12.8,75,76,3.024,73,76,26,6.5
0.215,50,62,0.0264,49,50,18,0.11
3.8,72,72,0.576,66,72,28,2.1
2.9,66,73,0.144,49,45,24,1.6
2,68,70,0.144,68,64,26,1.3
0.5,63,63,0.096,66,63,32,0.4
0.691,61,64,0.0336,59,60,25,0.425
1.2,60,77,0.0312,58,60,18,0.6
0.593,60,64,0.144,56,47,24,0.325
4.8,65,80,0.024,66,59,18,1.7
2.9,68,68,0.024,63,72,26,1.3
2.1,70,70,0.864,66,64,30,1.3
24.7,78,78,2.016,79,77,28,14.5
3,71,71,0.528,70,73,27,2
1.5,62,73,0.192,58,58,22,0.9
18.5,76,79,1.392,70,62,26,8.5
1.5,62,74,0.048,57,65,20,0.95
1.9,63,71,0.096,65,62,23,1.1
2.2,70,70,0.0384,62,69,33,1
1.8,61,78,0.048,55,62,19,0.85
0.405,51,72,0.024,33,50,17,0.18
3.7,67,78,0.288,54,71,19,2.2
8.2,75,75,1.104,72,69,30,4.8
0.906,61,68,0.0432,50,60,24,0.625
2.2,68,69,0.192,68,70,27,1.4
4,67,78,0.096,66,66,21,2.2
4.6,65,78,0.24,54,68,20,1.7
0.87,65,65,0.144,63,61,29,0.6
0.906,66,66,0.144,61,62,30,0.725
0.875,64,64,0.192,58,54,29,0.5
0.363,59,59,0.192,61,58,28,0.22
3,71,71,0.192,72,70,28,1.9
0.52,62,62,0.288,42,63,28,0.4
2.6,72,72,0.384,65,70,31,1.6
2,68,68,0.672,65,71,28,1.2
0.245,57,57,0.096,53,52,30,0.14
1.6,65,66,0.24,65,66,27,0.825
5.8,70,76,0.288,72,70,23,2.5
0.175,47,55,0.096,49,44,19,0.1
2.1,64,72,0.048,55,63,23,1.3
2.2,68,71,0.096,62,60,26,1.5
1.1,63,68,0.036,59,57,22,0.7
1.8,68,69,0.384,62,64,27,1.2
2.6,69,70,0.72,61,63,28,1.3
0.949,62,68,0.048,59,45,23,0.575
6.1,72,75,0.036,68,60,26,2.7
1.9,67,67,0.024,62,59,30,0.875
0.631,54,71,0.048,52,51,18,0.25
3.1,72,72,0.48,69,72,32,1.6
1.9,67,69,0.096,67,69,26,1.3
3,74,74,0.816,70,75,34,2
0.863,64,64,0.144,65,64,28,0.575
0.762,63,66,0.0384,55,60,25,0.575
5.1,72,72,0.0408,71,73,29,2.3
1.4,68,68,0.024,65,62,33,0.625
0.406,61,61,0.048,61,58,29,0.325
0.319,53,65,0.048,50,44,19,0.22
1.2,57,73,0.024,55,53,18,0.425
5.4,69,79,0.096,61,61,21,3
2.7,68,71,0.672,64,73,26,1.6
2.6,68,68,0.024,58,68,30,1.2
0.776,61,66,0.144,53,56,25,0.45
1.4,68,68,0.192,65,69,32,0.975
5.7,74,74,0.576,81,73,31,3
2.1,62,70,0.024,57,59,21,0.9
1.2,62,65,0.024,61,58,26,0.525
3.5,72,72,0.0336,63,65,31,1.6
3.2,70,73,0.672,66,67,26,1.9
0.726,61,62,0.144,58,55,27,0.35
1.9,64,70,0.096,61,63,22,0.95
2.9,69,69,0.384,68,67,27,1.5
2.8,71,71,0.144,64,76,30,1.8
0.195,52,56,0.096,49,45,24,0.12
1.7,65,68,0.192,54,65,25,0.95
0.776,65,65,0.144,57,61,30,0.575
0.358,66,66,0.096,64,69,36,0.275
0.351,52,64,0.048,47,33,20,0.18
0.991,63,66,0.0312,52,64,24,0.65
0.724,62,63,0.096,61,63,25,0.475
1.9,70,70,0.288,68,67,31,1.3
1.1,59,72,0.048,57,63,20,0.55
4.5,67,79,0.144,59,70,21,2.5
7.4,70,77,0.624,61,69,24,3.2
2.2,64,73,0.144,58,65,20,1.3
0.708,54,70,0.024,43,60,17,0.275
4.4,75,75,0.576,72,79,33,3.5
3.9,70,74,0.432,70,71,25,2
2,68,71,0.288,62,67,26,1.5
0.546,54,67,0.0264,49,39,18,0.23
0.371,65,65,0.144,64,67,35,0.275
3.2,70,70,1.104,60,71,27,1.7
29.6,77,82,2.688,76,74,22,15
1.4,65,67,0.144,62,49,26,0.775
5.6,71,77,0.72,69,68,23,2.8
1.2,65,70,0.144,62,60,26,0.925
0.295,62,62,0.0456,60,62,34,0.19
2.3,67,73,0.192,60,59,25,1.4
7.5,72,78,1.2,68,60,24,3.4
1,59,69,0.192,51,59,20,0.5
0.281,51,70,0.024,54,46,18,0.15
1.1,66,66,0.096,62,65,31,0.725
1.8,68,68,0.192,64,68,28,1.2
2.3,64,76,0.096,59,58,21,1.4
2.2,70,70,0.24,69,68,28,1.4
1.5,62,71,0.096,57,64,21,0.9
2.1,63,70,0.024,57,58,24,0.9
0.499,60,65,0.0336,55,57,21,0.35
2.5,71,71,0.432,65,56,32,1.2
0.309,51,65,0.024,46,53,17,0.13
16,76,76,0.672,76,78,27,8
0.963,60,71,0.024,55,62,20,0.55
2,66,66,0.024,63,65,26,0.925
0.784,61,67,0.048,55,53,22,0.475
2,61,76,0.096,50,64,19,0.775
3.5,70,73,0.288,65,73,25,2.1
63,82,83,3.504,85,83,27,35.5
1.2,66,66,0.0456,65,68,28,0.85
0.625,64,64,0.096,58,60,30,0.5
4.3,72,76,0.24,68,71,24,3.1
4.1,73,73,0.048,65,72,33,1.9
3.4,72,72,0.624,66,72,31,1.7
4,73,73,1.2,70,75,31,2.1
1,60,69,0.036,51,61,21,0.525
0.29,53,63,0.024,44,54,19,0.2
2.1,61,74,0.024,61,58,20,0.75
0.735,57,67,0.096,52,50,20,0.35
0.65,61,62,0.192,59,55,26,0.4
1.8,66,66,0.144,71,70,27,0.9
1.3,67,67,0.192,67,60,30,0.875
0.945,65,65,0.096,59,62,30,0.7
0.5,62,62,0.096,52,64,29,0.4
3,72,72,0.384,70,72,31,1.9
0.816,57,75,0.024,50,50,17,0.375
3.6,66,76,0.528,59,66,22,1.8
5.9,71,77,0.576,68,70,23,2.7
0.364,60,63,0.048,58,48,26,0.275
0.51,53,69,0.0408,51,46,20,0.24
0.72,57,69,0.048,51,61,19,0.4
1,60,72,0.048,50,51,21,0.6
2.6,62,78,0.144,52,61,19,1
4.5,66,76,0.024,55,71,20,1.9
0.893,60,68,0.048,61,59,21,0.525
11.9,77,77,1.488,80,54,31,7
10.9,74,75,0.048,72,75,27,4.8
0.926,63,66,0.096,59,60,25,0.65
0.878,58,69,0.0432,56,60,19,0.45
1.4,68,68,0.288,67,65,31,0.875
1.5,63,72,0.0336,61,63,21,1
15.8,76,78,1.44,75,72,27,8
9.9,76,76,1.152,76,76,31,5.5
1.7,64,75,0.048,60,69,18,1.2
0.975,60,71,0.096,57,48,20,0.5
1.3,64,69,0.036,59,54,23,0.8
1.3,59,77,0.0336,55,53,18,0.55
0.405,66,66,0.192,63,65,34,0.3
3.2,70,75,0.24,68,68,24,2.4
1.8,71,71,0.432,69,73,33,1.2
1.8,65,70,0.192,65,71,23,1.1
0.293,55,58,0.192,51,62,25,0.17
1.5,68,68,0.432,66,65,32,0.775
1.5,66,69,0.0288,71,65,25,1
4.6,72,72,0.0384,70,69,28,2.1
1.7,63,72,0.048,62,57,22,1
0.217,50,63,0.024,49,49,20,0.11
5.6,76,76,1.248,72,76,35,3.1
1.9,64,69,0.096,57,63,24,0.9
28.6,77,82,2.256,77,69,24,14.5
2.8,63,78,0.192,64,68,19,1.1
2.2,67,72,0.192,64,66,24,1.4
0.344,69,69,0.096,68,64,36,0.275
2,68,68,0.336,66,66,27,1.3
1.6,61,70,0.048,60,56,22,0.7
1.9,68,69,0.096,59,66,26,1.3
147.7,85,89,7.68,86,77,24,69.5
4.8,65,81,0.528,50,68,19,1.9
3.4,65,76,0.288,65,65,20,1.6
4.1,72,72,0.528,70,74,27,2.5
9.2,71,80,0.384,71,76,22,4.2
1.4,62,72,0.096,45,67,19,0.85
4.8,73,73,0.0384,73,74,31,2.2
3.2,65,73,0.288,58,64,21,1.5
1.3,65,66,0.048,58,59,26,0.775
1.6,70,70,0.24,67,54,32,1
2.2,74,74,0.432,72,62,34,1.4
0.891,58,75,0.024,54,51,18,0.475
1,58,77,0.024,53,60,17,0.5
17.8,76,78,2.064,72,76,25,9.5
3.3,69,70,0.528,64,70,26,1.6
2.5,68,73,0.336,67,66,24,1.6
5.6,74,74,0.624,75,75,32,2.8
0.31,59,59,0.144,58,52,29,0.2
3.2,65,72,0.144,60,65,23,1.4
3.5,74,74,0.48,74,73,33,2.2
17.5,76,81,0.432,74,73,24,11.5
3.2,76,76,0.624,75,77,35,2.3
2.5,71,71,0.432,62,62,29,1.6
3.6,67,73,0.192,65,74,24,1.6
1.2,60,76,0.048,51,63,19,0.625
10.4,72,79,0.672,68,75,24,4.5
0.683,59,65,0.048,52,56,21,0.35
1.2,62,69,0.096,60,66,23,0.8
12.8,75,76,1.44,74,74,26,6.5
0.891,64,65,0.048,63,64,26,0.625
3,64,79,0.0336,54,66,18,1.4
5.4,73,73,0.864,68,66,29,2.7
0.259,55,58,0.096,42,41,26,0.15
4.3,68,79,0.192,72,65,20,2.5
48.4,80,82,3.696,74,78,25,24.5
4,66,80,0.096,65,65,19,1.9
0.372,54,65,0.096,53,55,21,0.24
0.571,55,69,0.024,50,48,19,0.275
0.775,63,63,0.24,53,64,28,0.5
1.7,63,71,0.096,57,61,22,1
27.9,79,79,2.4,80,79,29,15.5
1.2,69,69,0.144,64,74,35,0.55
1.5,59,73,0.024,43,65,18,0.525
0.674,54,74,0.024,41,43,17,0.275
0.947,57,72,0.336,48,36,20,0.375
34.7,80,80,1.872,81,81,32,16.5
3.8,73,73,0.432,67,72,32,2.4
1.6,63,72,0.048,57,50,24,1
0.619,57,67,0.048,45,56,21,0.375
16.5,76,76,0.048,74,77,29,7.5
7.5,73,79,0.576,68,70,23,4.4
1.9,71,71,0.288,67,71,32,1.5
1.8,63,69,0.024,59,60,21,0.775
0.609,56,71,0.024,50,54,19,0.325
1.7,67,67,0.096,55,66,27,1.1
215.3,87,90,8.16,84,89,24,109
0.525,56,65,0.0336,42,40,22,0.3
4.3,70,76,0.384,65,69,24,2.5
2.3,67,71,0.144,58,65,24,1.5
1.4,69,69,0.336,67,51,32,0.9
1.6,66,66,0.024,60,62,30,0.725
1,60,68,0.144,60,54,23,0.5
51.1,81,82,2.496,77,83,26,30.5
0.231,57,57,0.144,53,50,29,0.14
12.6,75,80,0.528,73,68,26,7.5
2.4,68,71,0.24,67,68,26,1.6
0.581,64,64,0.096,64,62,32,0.375
2.4,69,71,0.096,68,73,25,1.8
0.585,56,67,0.048,47,50,18,0.3
7.3,72,75,0.036,64,79,24,3.2
87,84,87,6.48,79,65,26,49
0.639,61,63,0.144,58,49,26,0.35
1.2,65,65,0.24,65,64,29,0.725
7.5,69,81,0.384,70,68,20,3.4
1.1,62,66,0.096,65,53,24,0.525
1.3,61,69,0.096,58,56,22,0.7
0.228,54,58,0.024,51,55,22,0.14
2.1,64,72,0.096,55,67,22,1.3
1.9,64,72,0.096,57,63,22,1.3
0.91,67,67,0.336,65,67,32,0.7
3.9,75,75,0.72,75,80,34,2.6
25.5,78,78,2.64,77,78,27,15
2.2,65,73,0.048,64,60,22,1.5
4.5,67,76,0.144,65,64,23,2.3
1.1,65,65,0.048,64,68,28,0.725
0.84,71,71,0.096,63,71,35,0.525
0.83,57,74,0.024,61,54,17,0.4
9.8,74,76,0.576,68,62,25,4.7
2.1,70,70,0.144,71,74,31,1.3
0.548,58,62,0.144,54,60,22,0.3
0.348,65,65,0.096,61,61,34,0.24
1.2,65,66,0.096,62,63,26,0.775
2.9,71,71,0.24,62,63,26,1.9
0.281,51,68,0.024,46,50,17,0.15
1.1,59,78,0.024,60,64,18,0.55
0.305,53,64,0.0288,51,55,22,0.21
0.689,63,63,0.048,50,63,28,0.475
51.3,87,87,9.12,85,90,37,25
6.2,68,81,0.24,62,68,20,2.9
68.7,80,86,5.52,80,84,23,33.5
1.2,64,69,0.096,59,64,24,0.875
0.668,60,63,0.024,57,51,26,0.3
2.4,69,70,0.288,64,67,27,1.6
2.7,63,76,0.024,65,67,18,1.1
1.7,69,69,0.192,69,64,31,0.975
0.919,64,64,0.096,58,61,28,0.525
5.8,69,81,0.144,72,69,20,3.4
2.2,64,76,0.096,63,51,19,1.3
0.446,57,62,0.096,48,63,25,0.22
6.6,73,74,0.72,70,72,27,3.2
1.6,63,73,0.0336,63,64,21,1.1
0.374,52,67,0.024,53,55,18,0.18
2.4,63,75,0.096,66,59,19,1.1
1.5,62,70,0.048,64,63,21,0.9
1.9,67,69,0.144,59,69,26,1.3
4.4,70,76,0.384,72,73,22,2.6
0.26,54,58,0.024,51,55,21,0.16
2.2,71,71,0.432,70,75,32,1.5
0.77,69,69,0.336,69,72,35,0.55
0.481,56,63,0.048,53,57,23,0.275
2.7,69,72,0.288,67,55,25,1.7
0.315,52,61,0.096,48,49,21,0.18
3.2,71,71,0.624,71,72,27,2
0.374,57,62,0.024,52,62,24,0.23
34.2,79,79,0.816,75,74,23,18
3.3,74,74,0.384,67,77,33,2.6
0.83,61,64,0.096,55,59,26,0.4
0.454,55,66,0.0288,51,52,20,0.275
0.975,59,71,0.024,54,54,18,0.5
2.1,69,69,0.24,67,67,28,1.3
0.701,58,67,0.024,57,50,21,0.425
2.1,63,72,0.048,59,68,23,1.1
11.4,74,79,0.864,68,65,25,5.5
7,69,83,0.096,59,67,19,3.3
11.9,76,76,2.928,75,79,30,7
0.38,54,64,0.048,45,35,22,0.23
0.455,62,62,0.048,56,60,28,0.35
0.743,58,68,0.096,50,62,21,0.45
3.8,70,75,0.192,63,66,26,2.1
1.2,64,66,0.144,57,63,26,0.675
4.1,74,74,0.336,75,75,32,3.3
9.9,75,75,1.152,73,73,31,4.7
1.7,63,74,0.096,56,55,21,1
3,67,71,0.144,65,70,25,1.4
3,70,73,0.288,69,63,26,1.8
1.1,64,64,0.192,56,62,28,0.6
108,82,88,7.2,81,83,23,48
2.9,71,71,0.384,72,71,29,1.8
4.5,71,75,0.288,69,71,25,2.4
17.1,74,83,2.592,71,77,23,9
7.8,71,79,0.432,63,70,24,3.9
7.1,69,77,0.192,61,75,23,3.1
0.701,58,67,0.036,53,56,20,0.425
1.5,62,69,0.048,59,59,22,0.75
27.6,75,83,1.104,73,71,23,12
3.8,66,80,0.096,58,59,19,1.9
2.4,69,70,0.24,66,70,27,1.5
1.8,68,68,0.24,58,63,29,1.1
0.365,56,61,0.096,49,38,23,0.2
7.6,73,78,1.2,67,69,23,4.3
2.1,67,70,0.24,62,68,26,1.3
1.9,61,80,0.096,51,57,18,0.825
3.5,75,75,0.576,69,74,35,2.3
5.9,74,74,0.912,72,76,29,3.6
1.8,67,67,0.288,70,42,27,0.95
1.5,62,69,0.096,55,55,21,0.75
2.7,64,78,0.048,57,59,19,1.3
1.9,67,70,0.048,59,67,25,1.3
2.7,66,69,0.024,66,71,24,1.2
1.1,66,66,0.24,57,68,27,0.9
0.731,61,66,0.024,51,58,23,0.45
2.9,72,72,0.192,68,72,32,1.9
1.5,66,66,0.024,68,68,31,0.7
1.3,58,74,0.096,55,58,18,0.525
1.4,58,78,0.0264,56,57,19,0.575
0.831,56,74,0.0336,54,59,18,0.35
4.7,73,73,0.576,74,73,29,3
2,67,67,0.384,56,66,29,1
4.8,72,77,0.96,72,70,25,3.5
2.6,67,73,0.048,68,56,23,1.5
4.1,74,74,0.576,73,75,32,3.3
4.7,72,75,0.576,64,73,26,3.1
0.986,58,71,0.048,48,55,19,0.475
0.53,53,68,0.048,46,50,19,0.21
5,72,72,0.384,73,75,28,2.4
2,61,75,0.048,61,63,18,0.775
0.149,55,55,0.024,54,52,30,0.11
4.6,71,77,0.288,73,67,22,2.8
0.902,56,70,0.024,48,51,19,0.325
1.3,69,69,0.384,56,66,33,0.7
7.2,73,78,0.768,72,75,24,4.6
0.656,64,64,0.048,59,61,32,0.375
0.563,55,68,0.0264,53,60,21,0.3
0.613,62,62,0.192,58,61,29,0.35
0.596,61,66,0.048,48,44,24,0.45
2.7,67,71,0.144,65,70,24,1.5
1,73,73,0.528,72,72,39,0.55
1.3,62,71,0.048,60,53,22,0.825
5.6,75,75,0.528,78,73,33,3.5
0.938,58,74,0.024,54,60,18,0.5
5.5,70,74,0.0336,67,64,22,2.4
0.563,55,70,0.024,50,56,18,0.3
0.938,65,65,0.096,61,65,27,0.75
0.33,58,58,0.192,51,61,30,0.2
